FID;objectid;jaartal_registratie;id;typesensor;xcod;ycod;naam;aantalcameras;verantwoordelijke;doelstelling;grondslag;aardvandedata;bewaartermijn;levering_derden;toegang;foto;beveiligingseisen;jaartalingang;datum_einde;lon;lat;geom
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53c1;63;2022;VK48;VRI;231904.296;582991.907;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.53880043;53.22799561;POINT (231904.29609928938 582991.9069981468)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53c0;69;2022;VK54;iVRI;231370.942;581490.544;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Er worden geen beelden opgeslagen, de iVRI gebruikt alleen informatie over het aantal fietsers en voertuigen op een bepaalde plek en snelheid. Wel wordt de data van de detectielussen, de koperdraden in de weg, voor 3 jaar opgeslagen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;2020;Doorlopend;6.53045841;53.21458366;POINT (231370.9420992508 581490.5435981915)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53bf;70;2022;VK28;VRI;232497.838;581711.092;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.54737756;53.21640326;POINT (232497.83839925856 581711.0923981917)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53be;71;2022;VK20;VRI;233085.97;581937.134;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.55623524;53.21834861;POINT (233085.97029926785 581937.1339981946)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53bd;72;2022;VK25;VRI;233069.021;581454.63;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.55586431;53.21401628;POINT (233069.02059926325 581454.6296981974)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53bc;73;2022;VK03;VRI;233669.639;582377.168;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.56507932;53.22221645;POINT (233669.6384992695 582377.1681981842)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53bb;74;2022;VK40;iVRI;233508.122;583441.55;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Er worden geen beelden opgeslagen, de iVRI gebruikt alleen informatie over het aantal fietsers en voertuigen op een bepaalde plek en snelheid. Wel wordt de data van de detectielussen, de koperdraden in de weg, voor 3 jaar opgeslagen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;2021;Doorlopend;6.56292176;53.23180245;POINT (233508.12219929183 583441.5503981313)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53ba;76;2022;VK16;iVRI;234103.745;582865.818;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Er worden geen beelden opgeslagen, de iVRI gebruikt alleen informatie over het aantal fietsers en voertuigen op een bepaalde plek en snelheid. Wel wordt de data van de detectielussen, de koperdraden in de weg, voor 3 jaar opgeslagen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;2020;Doorlopend;6.57169792;53.22654249;POINT (234103.74469929247 582865.8178981319)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53b9;77;2022;VK31;VRI;234031.836;582957.29;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.57064391;53.22737488;POINT (234031.83629929315 582957.2897981323)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53b8;78;2022;VK43;VRI;234339.008;583194.923;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.5753013;53.22946433;POINT (234339.0079992973 583194.9229981326)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53b7;79;2022;VK21;iVRI;235804.577;582841.295;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Er worden geen beelden opgeslagen, de iVRI gebruikt alleen informatie over het aantal fietsers en voertuigen op een bepaalde plek en snelheid. Wel wordt de data van de detectielussen, de koperdraden in de weg, voor 3 jaar opgeslagen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;2019;Doorlopend;6.5971543;53.22606825;POINT (235804.57669929648 582841.2944981243)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53b6;80;2022;VK07;iVRI;235276.549;582413.409;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Er worden geen beelden opgeslagen, de iVRI gebruikt alleen informatie over het aantal fietsers en voertuigen op een bepaalde plek en snelheid. Wel wordt de data van de detectielussen, de koperdraden in de weg, voor 3 jaar opgeslagen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;2019;Doorlopend;6.58914251;53.22230361;POINT (235276.54919927288 582413.4092981697)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53b5;81;2022;VK37;iVRI;234586.377;582301.907;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Er worden geen beelden opgeslagen, de iVRI gebruikt alleen informatie over het aantal fietsers en voertuigen op een bepaalde plek en snelheid. Wel wordt de data van de detectielussen, de koperdraden in de weg, voor 3 jaar opgeslagen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;2019;Doorlopend;6.57878353;53.22140488;POINT (234586.37669927283 582301.9065981824)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53b4;82;2022;VK78;iVRI;235519.8;581975.12;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Er worden geen beelden opgeslagen, de iVRI gebruikt alleen informatie over het aantal fietsers en voertuigen op een bepaalde plek en snelheid. Wel wordt de data van de detectielussen, de koperdraden in de weg, voor 3 jaar opgeslagen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;2020;Doorlopend;6.59267391;53.21832957;POINT (235519.79959927546 581975.1196981696)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53b3;83;2022;VK84;VRI;235359.897;582016.259;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.59029081;53.21872317;POINT (235359.89719927323 582016.2593981687)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53b2;84;2022;VK09;VRI;234278.109;581422.093;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.57395198;53.21354642;POINT (234278.1088992677 581422.0926981864)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53b1;85;2022;VK10;VRI;234045.297;581273.203;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.57043105;53.2122432;POINT (234045.2974992614 581273.2024981934)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53b0;86;2022;VK02;VRI;233737.363;581193.683;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.56580308;53.21157414;POINT (233737.3631992503 581193.6829982124)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53af;87;2022;VK05;VRI;233458.638;581258.06;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.56164751;53.2121934;POINT (233458.637799258 581258.0604981986)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53ae;88;2022;VK82;VRI;233400.011;580997.271;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.56070649;53.20985905;POINT (233400.01059923152 580997.2711982521)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53ad;89;2022;VK12;VRI;233491.615;580744.172;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.56201555;53.2075718;POINT (233491.61509923055 580744.1717982491)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53ac;90;2022;VK19;VRI;233237.162;580640.079;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.55818253;53.20667384;POINT (233237.16219923287 580640.0790982592)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53ab;91;2022;VK36;VRI;233050.26;581235.597;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.55553033;53.21205123;POINT (233050.25999925804 581235.5969982061)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53aa;92;2022;VK85;VRI;232610.941;580913.539;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.5488778;53.20922167;POINT (232610.9413992275 580913.5389982539)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53a9;93;2022;VK32;VRI;233247.903;580348.449;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.55827228;53.20405226;POINT (233247.90349922952 580348.4488982584)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53a8;94;2022;VK24;VRI;233252.863;579720.577;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.55819371;53.19841072;POINT (233252.86339919886 579720.5765983148)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53a7;97;2022;VK57;VRI;233806.613;579936.098;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.56653118;53.20026584;POINT (233806.6125992278 579936.097898255)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53a6;98;2022;VK01;VRI;233063.678;579224.89;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.555243;53.19398503;POINT (233063.6775991948 579224.8903983156)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53a5;99;2022;VK75;VRI;233286.341;579160.978;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.55855839;53.19337837;POINT (233286.34109919553 579160.9780983222)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53a4;100;2022;VK72;VRI;233659.537;579097.711;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.56412567;53.19275534;POINT (233659.53709919285 579097.7110983161)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53a3;101;2022;VK06;VRI;234011.269;579134.008;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.56939617;53.19302971;POINT (234011.26939919562 579134.007498319)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53a2;102;2022;VK49;VRI;234851.923;579348.139;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.58202474;53.1948289;POINT (234851.92329919976 579348.1385983117)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53a1;103;2022;VK13;VRI;234675.489;579807.312;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.57949907;53.19898037;POINT (234675.4891992142 579807.3115982788)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-53a0;104;2022;VK35;VRI;234327.942;580478.576;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.57446495;53.20506254;POINT (234327.94199923513 580478.575598255)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-539f;105;2022;VK11;VRI;234164.561;580943.334;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.57213467;53.20926208;POINT (234164.56069923355 580943.3344982531)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-539e;106;2022;VK76;VRI;233003.37;579030.747;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.55429375;53.19224961;POINT (233003.36959919537 579030.7465983125)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-539d;107;2022;VK60;VRI;235701.563;580151.809;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.5949367;53.20192179;POINT (235701.56269923592 580151.8088982425)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-539c;108;2022;VK73;VRI;235467.891;580835.654;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.59161164;53.20810054;POINT (235467.89139923564 580835.654398242)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-539b;110;2022;VK59;VRI;235568.35;581018.934;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.59316086;53.20973202;POINT (235568.34989923783 581018.934298247)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-539a;111;2022;VK33;VRI;235219.913;581248.11;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.58800375;53.21184319;POINT (235219.91269926095 581248.1098981919)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5399;112;2022;VK26;VRI;233999.188;582521.527;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.57004793;53.22346485;POINT (233999.18779927236 582521.5266981839)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5398;113;2022;VK27;VRI;233897.418;582368.447;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.56848687;53.2221046;POINT (233897.41849926842 582368.4469981818)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5397;114;2022;VK38;VRI;234138.037;582137.114;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.57203175;53.21999082;POINT (234138.0371992704 582137.1136981836)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5396;115;2022;VK71;VRI;236750.091;576182.08;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.60961669;53.16609894;POINT (236750.09079913684 576182.0794983926)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5395;116;2022;VK08;iVRI;234568.904;581977.604;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Er worden geen beelden opgeslagen, de iVRI gebruikt alleen informatie over het aantal fietsers en voertuigen op een bepaalde plek en snelheid. Wel wordt de data van de detectielussen, de koperdraden in de weg, voor 3 jaar opgeslagen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;2019;Doorlopend;6.57844165;53.21849398;POINT (234568.90409927326 581977.604098184)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5394;117;2022;VK77;VRI;237749.91;580550.996;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Verkeersveiligheid;Artikel 14, wegen en verkeersveiligheid;Een VRI bestaat uit verschillende elementen die nodig zijn om de verkeersstroom te reguleren. Dit doen ze door aan weggebruikers groen, oranje of rood licht te tonen.;N.v.t.;Politie;Specialist verkeersregelinstallaties en verkeerssystemen;;TLS-cerficiaat;;Doorlopend;6.62568679;53.20519561;POINT (237749.90969924268 580550.9958981922)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5393;118;2023;loc1;Kentekenherkenning;233210.118;582082.043;;;Directie Veiligheid;Handhaven venstertijden;Artikel 87 RVV;De camera’s scannen het uitrijdend verkeer van het venstertijdengebied, waarbij vervolgens de kentekens worden vergeleken met een database om te controleren of passerende voertuigen de juiste rechten tot het gebied hebben.;N.v.t.;Op verzoek aan politie;Specialist verkeersregelinstallaties en verkeerssystemen;;BIO, Laagspanningsrichtlijn 73/23/EEG, EMC – richtlijn 89/336/EEG, NEN 5152, NEN 1010, NEN 3140;2023;Doorlopend;6.55812876;53.21963235;POINT (233210.11809926864 582082.0427981927)
